,idAluno,nota,situacao,submissões diferentes e iguais a 100% semana 1,submissões diferentes e iguais a 100% semana 2,submissões diferentes e iguais a 100% semana 3,submissões diferentes e iguais a 100% semana 4,submissões diferentes e iguais a 100% semana 5,submissões diferentes e iguais a 100% semana 6,submissões diferentes e iguais a 100% semana 7,submissões diferentes e iguais a 100% semana 8,submissões diferentes e iguais a 100% semana 9,submissões diferentes e iguais a 100% semana 10,submissões diferentes e iguais a 100% semana 11,submissões diferentes e iguais a 100% semana 12,submissões diferentes e iguais a 100% semana 13,submissões diferentes e iguais a 100% semana 14,submissões diferentes e iguais a 100% semana 15,submissões diferentes e iguais a 100% semana 16,submissões diferentes e iguais a 100% semana 17,submissões diferentes e iguais a 100% semana 18
0,5991cb910be9d42f2f68b906,7.9,APROVADO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,5991cb910be9d42f2f68b906,7.9,APROVADO,0.0,0.0,0.0,5.0,13.0,5.0,0.0,15.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,5991cb910be9d42f2f68b906,7.9,APROVADO,0.0,0.0,0.0,5.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,5991cb910be9d42f2f68b906,7.9,APROVADO,0.0,0.0,0.0,5.0,13.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,5991cb910be9d42f2f68b906,7.9,APROVADO,0.0,0.0,0.0,5.0,13.0,5.0,0.0,15.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,5991cb910be9d42f2f68b906,7.9,APROVADO,0.0,0.0,0.0,5.0,13.0,5.0,0.0,15.0,9.0,0.0,0.0,16.0,3.0,0.0,0.0,19.0,0.0,9.0
14,5991cb910be9d42f2f68b906,7.9,APROVADO,0.0,0.0,0.0,5.0,13.0,5.0,0.0,15.0,9.0,0.0,0.0,16.0,3.0,0.0,0.0,0.0,0.0,0.0
13,5991cb910be9d42f2f68b906,7.9,APROVADO,0.0,0.0,0.0,5.0,13.0,5.0,0.0,15.0,9.0,0.0,0.0,16.0,3.0,0.0,0.0,0.0,0.0,0.0
12,5991cb910be9d42f2f68b906,7.9,APROVADO,0.0,0.0,0.0,5.0,13.0,5.0,0.0,15.0,9.0,0.0,0.0,16.0,3.0,0.0,0.0,19.0,0.0,0.0
11,5991cb910be9d42f2f68b906,7.9,APROVADO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,5991cb910be9d42f2f68b906,7.9,APROVADO,0.0,0.0,0.0,5.0,13.0,5.0,0.0,15.0,9.0,0.0,0.0,16.0,3.0,0.0,0.0,19.0,0.0,9.0
9,5991cb910be9d42f2f68b906,7.9,APROVADO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,5991cb910be9d42f2f68b906,7.9,APROVADO,0.0,0.0,0.0,5.0,13.0,5.0,0.0,15.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,5991cb910be9d42f2f68b906,7.9,APROVADO,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,5991cb910be9d42f2f68b906,7.9,APROVADO,0.0,0.0,0.0,5.0,13.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,5991cb910be9d42f2f68b906,7.9,APROVADO,0.0,0.0,0.0,5.0,13.0,5.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,5991cb910be9d42f2f68b906,7.9,APROVADO,0.0,0.0,0.0,5.0,13.0,5.0,0.0,15.0,9.0,0.0,0.0,16.0,3.0,0.0,0.0,19.0,0.0,9.0
6,5991cb910be9d42f2f68b906,7.9,APROVADO,0.0,0.0,0.0,5.0,13.0,5.0,0.0,15.0,9.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0
7,5991cb910be9d42f2f68b906,7.9,APROVADO,0.0,0.0,0.0,5.0,13.0,5.0,0.0,15.0,9.0,0.0,0.0,16.0,3.0,0.0,0.0,0.0,0.0,0.0
8,5991cb910be9d42f2f68b906,7.9,APROVADO,0.0,0.0,0.0,5.0,13.0,5.0,0.0,15.0,9.0,0.0,0.0,16.0,3.0,0.0,0.0,19.0,0.0,0.0
5,5991cb910be9d42f2f68b906,7.9,APROVADO,0.0,0.0,0.0,5.0,13.0,5.0,0.0,15.0,9.0,0.0,0.0,16.0,3.0,0.0,0.0,19.0,0.0,9.0
33,5991cd1a8907ca2f441cd313,6.3,APROVADO POR NOTA,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41,5991cd1a8907ca2f441cd313,6.3,APROVADO POR NOTA,0.0,0.0,0.0,5.0,0.0,5.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40,5991cd1a8907ca2f441cd313,6.3,APROVADO POR NOTA,0.0,0.0,0.0,5.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39,5991cd1a8907ca2f441cd313,6.3,APROVADO POR NOTA,0.0,0.0,0.0,5.0,0.0,5.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38,5991cd1a8907ca2f441cd313,6.3,APROVADO POR NOTA,0.0,0.0,0.0,5.0,0.0,5.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37,5991cd1a8907ca2f441cd313,6.3,APROVADO POR NOTA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36,5991cd1a8907ca2f441cd313,6.3,APROVADO POR NOTA,0.0,0.0,0.0,5.0,0.0,5.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35,5991cd1a8907ca2f441cd313,6.3,APROVADO POR NOTA,0.0,0.0,0.0,5.0,0.0,5.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34,5991cd1a8907ca2f441cd313,6.3,APROVADO POR NOTA,0.0,0.0,0.0,5.0,0.0,5.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,5991cd1a8907ca2f441cd313,6.3,APROVADO POR NOTA,0.0,0.0,0.0,5.0,0.0,5.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,5991cd1a8907ca2f441cd313,6.3,APROVADO POR NOTA,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30,5991cd1a8907ca2f441cd313,6.3,APROVADO POR NOTA,0.0,0.0,0.0,5.0,0.0,5.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,5991cd1a8907ca2f441cd313,6.3,APROVADO POR NOTA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,5991cd1a8907ca2f441cd313,6.3,APROVADO POR NOTA,0.0,0.0,0.0,5.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23,5991cd1a8907ca2f441cd313,6.3,APROVADO POR NOTA,0.0,0.0,0.0,5.0,0.0,5.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24,5991cd1a8907ca2f441cd313,6.3,APROVADO POR NOTA,0.0,0.0,0.0,5.0,0.0,5.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,5991cd1a8907ca2f441cd313,6.3,APROVADO POR NOTA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,5991cd1a8907ca2f441cd313,6.3,APROVADO POR NOTA,0.0,0.0,0.0,5.0,0.0,5.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27,5991cd1a8907ca2f441cd313,6.3,APROVADO POR NOTA,0.0,0.0,0.0,5.0,0.0,5.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28,5991cd1a8907ca2f441cd313,6.3,APROVADO POR NOTA,0.0,0.0,0.0,5.0,0.0,5.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29,5991cd1a8907ca2f441cd313,6.3,APROVADO POR NOTA,0.0,0.0,0.0,5.0,0.0,5.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
62,5991cd34b3c8b42f3d5da3fd,9.2,APROVADO,0.0,0.0,0.0,5.0,0.0,5.0,0.0,14.0,2.0,0.0,0.0,4.0,0.0,5.0,6.0,2.0,1.0,0.0
61,5991cd34b3c8b42f3d5da3fd,9.2,APROVADO,0.0,0.0,0.0,5.0,0.0,5.0,0.0,14.0,2.0,0.0,0.0,4.0,0.0,5.0,6.0,2.0,1.0,0.0
60,5991cd34b3c8b42f3d5da3fd,9.2,APROVADO,0.0,0.0,0.0,5.0,0.0,5.0,0.0,14.0,2.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
59,5991cd34b3c8b42f3d5da3fd,9.2,APROVADO,0.0,0.0,0.0,5.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
58,5991cd34b3c8b42f3d5da3fd,9.2,APROVADO,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
57,5991cd34b3c8b42f3d5da3fd,9.2,APROVADO,0.0,0.0,0.0,5.0,0.0,5.0,0.0,14.0,2.0,0.0,0.0,4.0,0.0,5.0,6.0,0.0,0.0,0.0
56,5991cd34b3c8b42f3d5da3fd,9.2,APROVADO,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55,5991cd34b3c8b42f3d5da3fd,9.2,APROVADO,0.0,0.0,0.0,5.0,0.0,5.0,0.0,14.0,2.0,0.0,0.0,4.0,0.0,5.0,6.0,2.0,1.0,0.0
54,5991cd34b3c8b42f3d5da3fd,9.2,APROVADO,0.0,0.0,0.0,5.0,0.0,5.0,0.0,14.0,2.0,0.0,0.0,4.0,0.0,5.0,0.0,0.0,0.0,0.0
53,5991cd34b3c8b42f3d5da3fd,9.2,APROVADO,0.0,0.0,0.0,5.0,0.0,5.0,0.0,14.0,2.0,0.0,0.0,4.0,0.0,5.0,6.0,2.0,1.0,0.0
46,5991cd34b3c8b42f3d5da3fd,9.2,APROVADO,0.0,0.0,0.0,5.0,0.0,5.0,0.0,14.0,2.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
51,5991cd34b3c8b42f3d5da3fd,9.2,APROVADO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43,5991cd34b3c8b42f3d5da3fd,9.2,APROVADO,0.0,0.0,0.0,5.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44,5991cd34b3c8b42f3d5da3fd,9.2,APROVADO,0.0,0.0,0.0,5.0,0.0,5.0,0.0,14.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45,5991cd34b3c8b42f3d5da3fd,9.2,APROVADO,0.0,0.0,0.0,5.0,0.0,5.0,0.0,14.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42,5991cd34b3c8b42f3d5da3fd,9.2,APROVADO,0.0,0.0,0.0,5.0,0.0,5.0,0.0,14.0,2.0,0.0,0.0,4.0,0.0,5.0,6.0,2.0,1.0,0.0
48,5991cd34b3c8b42f3d5da3fd,9.2,APROVADO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49,5991cd34b3c8b42f3d5da3fd,9.2,APROVADO,0.0,0.0,0.0,5.0,0.0,5.0,0.0,14.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50,5991cd34b3c8b42f3d5da3fd,9.2,APROVADO,0.0,0.0,0.0,5.0,0.0,5.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47,5991cd34b3c8b42f3d5da3fd,9.2,APROVADO,0.0,0.0,0.0,5.0,0.0,5.0,0.0,14.0,2.0,0.0,0.0,4.0,0.0,5.0,6.0,2.0,0.0,0.0
52,5991cd34b3c8b42f3d5da3fd,9.2,APROVADO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83,5991cd37b3c8b42f3d5da3fe,7.6,APROVADO,0.0,0.0,0.0,3.0,0.0,6.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
74,5991cd37b3c8b42f3d5da3fe,7.6,APROVADO,0.0,0.0,0.0,3.0,0.0,6.0,0.0,3.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
82,5991cd37b3c8b42f3d5da3fe,7.6,APROVADO,0.0,0.0,0.0,3.0,0.0,6.0,0.0,3.0,1.0,0.0,0.0,4.0,0.0,2.0,1.0,0.0,0.0,0.0
81,5991cd37b3c8b42f3d5da3fe,7.6,APROVADO,0.0,0.0,0.0,3.0,0.0,6.0,0.0,3.0,1.0,0.0,0.0,4.0,0.0,2.0,1.0,0.0,0.0,0.0
80,5991cd37b3c8b42f3d5da3fe,7.6,APROVADO,0.0,0.0,0.0,3.0,0.0,6.0,0.0,3.0,1.0,0.0,0.0,4.0,0.0,2.0,1.0,0.0,0.0,0.0
79,5991cd37b3c8b42f3d5da3fe,7.6,APROVADO,0.0,0.0,0.0,3.0,0.0,6.0,0.0,3.0,1.0,0.0,0.0,4.0,0.0,2.0,1.0,0.0,0.0,0.0
78,5991cd37b3c8b42f3d5da3fe,7.6,APROVADO,0.0,0.0,0.0,3.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
77,5991cd37b3c8b42f3d5da3fe,7.6,APROVADO,0.0,0.0,0.0,3.0,0.0,6.0,0.0,3.0,1.0,0.0,0.0,4.0,0.0,2.0,1.0,0.0,0.0,0.0
76,5991cd37b3c8b42f3d5da3fe,7.6,APROVADO,0.0,0.0,0.0,3.0,0.0,6.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
75,5991cd37b3c8b42f3d5da3fe,7.6,APROVADO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
73,5991cd37b3c8b42f3d5da3fe,7.6,APROVADO,0.0,0.0,0.0,3.0,0.0,6.0,0.0,3.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
71,5991cd37b3c8b42f3d5da3fe,7.6,APROVADO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
70,5991cd37b3c8b42f3d5da3fe,7.6,APROVADO,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
69,5991cd37b3c8b42f3d5da3fe,7.6,APROVADO,0.0,0.0,0.0,3.0,0.0,6.0,0.0,3.0,1.0,0.0,0.0,4.0,0.0,2.0,0.0,0.0,0.0,0.0
68,5991cd37b3c8b42f3d5da3fe,7.6,APROVADO,0.0,0.0,0.0,3.0,0.0,6.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
67,5991cd37b3c8b42f3d5da3fe,7.6,APROVADO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,5991cd37b3c8b42f3d5da3fe,7.6,APROVADO,0.0,0.0,0.0,3.0,0.0,6.0,0.0,3.0,1.0,0.0,0.0,4.0,0.0,2.0,1.0,0.0,0.0,0.0
65,5991cd37b3c8b42f3d5da3fe,7.6,APROVADO,0.0,0.0,0.0,3.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
64,5991cd37b3c8b42f3d5da3fe,7.6,APROVADO,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
63,5991cd37b3c8b42f3d5da3fe,7.6,APROVADO,0.0,0.0,0.0,3.0,0.0,6.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
72,5991cd37b3c8b42f3d5da3fe,7.6,APROVADO,0.0,0.0,0.0,3.0,0.0,6.0,0.0,3.0,1.0,0.0,0.0,4.0,0.0,2.0,1.0,0.0,0.0,0.0
97,5991cd39b3c8b42f3d5da3ff,5.0,APROVADO POR NOTA,0.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
98,5991cd39b3c8b42f3d5da3ff,5.0,APROVADO POR NOTA,0.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
99,5991cd39b3c8b42f3d5da3ff,5.0,APROVADO POR NOTA,0.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0
100,5991cd39b3c8b42f3d5da3ff,5.0,APROVADO POR NOTA,0.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
96,5991cd39b3c8b42f3d5da3ff,5.0,APROVADO POR NOTA,0.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
102,5991cd39b3c8b42f3d5da3ff,5.0,APROVADO POR NOTA,0.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
103,5991cd39b3c8b42f3d5da3ff,5.0,APROVADO POR NOTA,0.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0
104,5991cd39b3c8b42f3d5da3ff,5.0,APROVADO POR NOTA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
101,5991cd39b3c8b42f3d5da3ff,5.0,APROVADO POR NOTA,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
95,5991cd39b3c8b42f3d5da3ff,5.0,APROVADO POR NOTA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
88,5991cd39b3c8b42f3d5da3ff,5.0,APROVADO POR NOTA,0.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
93,5991cd39b3c8b42f3d5da3ff,5.0,APROVADO POR NOTA,0.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84,5991cd39b3c8b42f3d5da3ff,5.0,APROVADO POR NOTA,0.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
85,5991cd39b3c8b42f3d5da3ff,5.0,APROVADO POR NOTA,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
86,5991cd39b3c8b42f3d5da3ff,5.0,APROVADO POR NOTA,0.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0
87,5991cd39b3c8b42f3d5da3ff,5.0,APROVADO POR NOTA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
94,5991cd39b3c8b42f3d5da3ff,5.0,APROVADO POR NOTA,0.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89,5991cd39b3c8b42f3d5da3ff,5.0,APROVADO POR NOTA,0.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0
90,5991cd39b3c8b42f3d5da3ff,5.0,APROVADO POR NOTA,0.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0
91,5991cd39b3c8b42f3d5da3ff,5.0,APROVADO POR NOTA,0.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
92,5991cd39b3c8b42f3d5da3ff,5.0,APROVADO POR NOTA,0.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
125,5991cd3ab3c8b42f3d5da400,0.2,REPROVADO,0.0,0.0,0.0,5.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
124,5991cd3ab3c8b42f3d5da400,0.2,REPROVADO,0.0,0.0,0.0,5.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
123,5991cd3ab3c8b42f3d5da400,0.2,REPROVADO,0.0,0.0,0.0,5.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
122,5991cd3ab3c8b42f3d5da400,0.2,REPROVADO,0.0,0.0,0.0,5.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
121,5991cd3ab3c8b42f3d5da400,0.2,REPROVADO,0.0,0.0,0.0,5.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
120,5991cd3ab3c8b42f3d5da400,0.2,REPROVADO,0.0,0.0,0.0,5.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
119,5991cd3ab3c8b42f3d5da400,0.2,REPROVADO,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
117,5991cd3ab3c8b42f3d5da400,0.2,REPROVADO,0.0,0.0,0.0,5.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
116,5991cd3ab3c8b42f3d5da400,0.2,REPROVADO,0.0,0.0,0.0,5.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
118,5991cd3ab3c8b42f3d5da400,0.2,REPROVADO,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
105,5991cd3ab3c8b42f3d5da400,0.2,REPROVADO,0.0,0.0,0.0,5.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
114,5991cd3ab3c8b42f3d5da400,0.2,REPROVADO,0.0,0.0,0.0,5.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
106,5991cd3ab3c8b42f3d5da400,0.2,REPROVADO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
107,5991cd3ab3c8b42f3d5da400,0.2,REPROVADO,0.0,0.0,0.0,5.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
108,5991cd3ab3c8b42f3d5da400,0.2,REPROVADO,0.0,0.0,0.0,5.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
109,5991cd3ab3c8b42f3d5da400,0.2,REPROVADO,0.0,0.0,0.0,5.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
115,5991cd3ab3c8b42f3d5da400,0.2,REPROVADO,0.0,0.0,0.0,5.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
111,5991cd3ab3c8b42f3d5da400,0.2,REPROVADO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
112,5991cd3ab3c8b42f3d5da400,0.2,REPROVADO,0.0,0.0,0.0,5.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
113,5991cd3ab3c8b42f3d5da400,0.2,REPROVADO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
110,5991cd3ab3c8b42f3d5da400,0.2,REPROVADO,0.0,0.0,0.0,5.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
146,5991cd3c3c13e92f349ee47a,8.3,APROVADO,0.0,0.0,0.0,4.0,0.0,5.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
145,5991cd3c3c13e92f349ee47a,8.3,APROVADO,0.0,0.0,0.0,4.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
144,5991cd3c3c13e92f349ee47a,8.3,APROVADO,0.0,0.0,0.0,4.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
143,5991cd3c3c13e92f349ee47a,8.3,APROVADO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
