,idAluno,nota,situacao,submissões diferentes e iguais a 100% semana 1,submissões diferentes e iguais a 100% semana 2,submissões diferentes e iguais a 100% semana 3,submissões diferentes e iguais a 100% semana 4,submissões diferentes e iguais a 100% semana 5,submissões diferentes e iguais a 100% semana 6,submissões diferentes e iguais a 100% semana 7,submissões diferentes e iguais a 100% semana 8,submissões diferentes e iguais a 100% semana 9,submissões diferentes e iguais a 100% semana 10,submissões diferentes e iguais a 100% semana 11,submissões diferentes e iguais a 100% semana 12,submissões diferentes e iguais a 100% semana 13,submissões diferentes e iguais a 100% semana 14,submissões diferentes e iguais a 100% semana 15,submissões diferentes e iguais a 100% semana 16,submissões diferentes e iguais a 100% semana 17,submissões diferentes e iguais a 100% semana 18
12445,5b7b1d709513a60408ac2d19,0.2,REPROVADO,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12437,5b7b1d709513a60408ac2d19,0.5,REPROVADO,0.0,0.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
12447,5b7b1d709513a60408ac2d19,-,MATRICULADO,0.0,0.0,0.0,3.0,0.0,12.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12446,5b7b1d709513a60408ac2d19,0.5,REPROVADO,0.0,0.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
12460,5b7b1d709513a60408ac2d19,-,MATRICULADO,0.0,0.0,0.0,3.0,0.0,12.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12459,5b7b1d709513a60408ac2d19,0.5,REPROVADO,0.0,0.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
12458,5b7b1d709513a60408ac2d19,-,MATRICULADO,0.0,0.0,0.0,3.0,0.0,12.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12456,5b7b1d709513a60408ac2d19,-,MATRICULADO,0.0,0.0,0.0,3.0,0.0,12.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12455,5b7b1d709513a60408ac2d19,-,MATRICULADO,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12457,5b7b1d709513a60408ac2d19,0.2,REPROVADO,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12453,5b7b1d709513a60408ac2d19,0.5,REPROVADO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12452,5b7b1d709513a60408ac2d19,0.2,REPROVADO,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12451,5b7b1d709513a60408ac2d19,0.5,REPROVADO,0.0,0.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
12450,5b7b1d709513a60408ac2d19,0.2,REPROVADO,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12449,5b7b1d709513a60408ac2d19,0.2,REPROVADO,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12448,5b7b1d709513a60408ac2d19,0.2,REPROVADO,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12454,5b7b1d709513a60408ac2d19,-,MATRICULADO,0.0,0.0,0.0,3.0,0.0,12.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12517,5b7b1d779513a60408ac2d1a,5.2,APROVADO POR NOTA,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12524,5b7b1d779513a60408ac2d1a,5.2,APROVADO POR NOTA,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12518,5b7b1d779513a60408ac2d1a,4.4,REPROVADO,0.0,0.0,0.0,1.0,0.0,0.0,3.0,1.0,5.0,8.0,0.0,0.0,1.0,1.0,7.0,3.0,0.0,0.0
12519,5b7b1d779513a60408ac2d1a,4.4,REPROVADO,0.0,0.0,0.0,1.0,0.0,0.0,3.0,1.0,5.0,8.0,0.0,0.0,1.0,1.0,7.0,3.0,0.0,0.0
12521,5b7b1d779513a60408ac2d1a,4.4,REPROVADO,0.0,0.0,0.0,1.0,0.0,0.0,3.0,1.0,5.0,8.0,0.0,0.0,1.0,1.0,7.0,3.0,0.0,0.0
12522,5b7b1d779513a60408ac2d1a,4.4,REPROVADO,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12523,5b7b1d779513a60408ac2d1a,4.4,REPROVADO,0.0,0.0,0.0,1.0,0.0,0.0,3.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12525,5b7b1d779513a60408ac2d1a,5.2,APROVADO POR NOTA,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12533,5b7b1d779513a60408ac2d1a,5.2,APROVADO POR NOTA,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12527,5b7b1d779513a60408ac2d1a,4.4,REPROVADO,0.0,0.0,0.0,1.0,0.0,0.0,3.0,1.0,5.0,8.0,0.0,0.0,1.0,1.0,7.0,3.0,0.0,0.0
12528,5b7b1d779513a60408ac2d1a,5.2,APROVADO POR NOTA,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12529,5b7b1d779513a60408ac2d1a,4.4,REPROVADO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12530,5b7b1d779513a60408ac2d1a,5.2,APROVADO POR NOTA,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12531,5b7b1d779513a60408ac2d1a,4.4,REPROVADO,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12532,5b7b1d779513a60408ac2d1a,5.2,APROVADO POR NOTA,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12534,5b7b1d779513a60408ac2d1a,5.2,APROVADO POR NOTA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12516,5b7b1d779513a60408ac2d1a,4.4,REPROVADO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12526,5b7b1d779513a60408ac2d1a,4.4,REPROVADO,0.0,0.0,0.0,1.0,0.0,0.0,3.0,1.0,5.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12515,5b7b1d779513a60408ac2d1a,5.2,APROVADO POR NOTA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12520,5b7b1d779513a60408ac2d1a,4.4,REPROVADO,0.0,0.0,0.0,1.0,0.0,0.0,3.0,1.0,5.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12513,5b7b1d779513a60408ac2d1a,4.4,REPROVADO,0.0,0.0,0.0,1.0,0.0,0.0,3.0,1.0,5.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12494,5b7b1d779513a60408ac2d1a,4.4,REPROVADO,0.0,0.0,0.0,1.0,0.0,0.0,3.0,1.0,5.0,8.0,0.0,0.0,1.0,1.0,7.0,3.0,0.0,0.0
12495,5b7b1d779513a60408ac2d1a,5.2,APROVADO POR NOTA,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12496,5b7b1d779513a60408ac2d1a,5.2,APROVADO POR NOTA,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12497,5b7b1d779513a60408ac2d1a,5.2,APROVADO POR NOTA,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12498,5b7b1d779513a60408ac2d1a,5.2,APROVADO POR NOTA,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12500,5b7b1d779513a60408ac2d1a,5.2,APROVADO POR NOTA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12501,5b7b1d779513a60408ac2d1a,4.4,REPROVADO,0.0,0.0,0.0,1.0,0.0,0.0,3.0,1.0,5.0,8.0,0.0,0.0,1.0,1.0,7.0,0.0,0.0,0.0
12502,5b7b1d779513a60408ac2d1a,4.4,REPROVADO,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12503,5b7b1d779513a60408ac2d1a,4.4,REPROVADO,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12499,5b7b1d779513a60408ac2d1a,4.4,REPROVADO,0.0,0.0,0.0,1.0,0.0,0.0,3.0,1.0,5.0,8.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
12505,5b7b1d779513a60408ac2d1a,5.2,APROVADO POR NOTA,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12504,5b7b1d779513a60408ac2d1a,5.2,APROVADO POR NOTA,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12511,5b7b1d779513a60408ac2d1a,4.4,REPROVADO,0.0,0.0,0.0,1.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12510,5b7b1d779513a60408ac2d1a,5.2,APROVADO POR NOTA,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12509,5b7b1d779513a60408ac2d1a,5.2,APROVADO POR NOTA,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12512,5b7b1d779513a60408ac2d1a,4.4,REPROVADO,0.0,0.0,0.0,1.0,0.0,0.0,3.0,1.0,5.0,8.0,0.0,0.0,1.0,1.0,7.0,3.0,0.0,0.0
12508,5b7b1d779513a60408ac2d1a,4.4,REPROVADO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12507,5b7b1d779513a60408ac2d1a,5.2,APROVADO POR NOTA,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12506,5b7b1d779513a60408ac2d1a,5.2,APROVADO POR NOTA,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12493,5b7b1d779513a60408ac2d1a,4.4,REPROVADO,0.0,0.0,0.0,1.0,0.0,0.0,3.0,1.0,5.0,8.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
12514,5b7b1d779513a60408ac2d1a,5.2,APROVADO POR NOTA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12547,5b7b1d7a9513a60408ac2d1b,1.9,REPROVADO,0.0,0.0,0.0,1.0,3.0,0.0,0.0,3.0,0.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12555,5b7b1d7a9513a60408ac2d1b,1.9,REPROVADO,0.0,0.0,0.0,1.0,3.0,0.0,0.0,3.0,0.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12554,5b7b1d7a9513a60408ac2d1b,1.9,REPROVADO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12553,5b7b1d7a9513a60408ac2d1b,1.9,REPROVADO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12552,5b7b1d7a9513a60408ac2d1b,1.9,REPROVADO,0.0,0.0,0.0,1.0,3.0,0.0,0.0,3.0,0.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12551,5b7b1d7a9513a60408ac2d1b,1.9,REPROVADO,0.0,0.0,0.0,1.0,3.0,0.0,0.0,3.0,0.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12550,5b7b1d7a9513a60408ac2d1b,1.9,REPROVADO,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12549,5b7b1d7a9513a60408ac2d1b,1.9,REPROVADO,0.0,0.0,0.0,1.0,3.0,0.0,0.0,3.0,0.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12548,5b7b1d7a9513a60408ac2d1b,1.9,REPROVADO,0.0,0.0,0.0,1.0,3.0,0.0,0.0,3.0,0.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12546,5b7b1d7a9513a60408ac2d1b,1.9,REPROVADO,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12544,5b7b1d7a9513a60408ac2d1b,1.9,REPROVADO,0.0,0.0,0.0,1.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12545,5b7b1d7a9513a60408ac2d1b,1.9,REPROVADO,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12536,5b7b1d7a9513a60408ac2d1b,1.9,REPROVADO,0.0,0.0,0.0,1.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12537,5b7b1d7a9513a60408ac2d1b,1.9,REPROVADO,0.0,0.0,0.0,1.0,3.0,0.0,0.0,3.0,0.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12538,5b7b1d7a9513a60408ac2d1b,1.9,REPROVADO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12535,5b7b1d7a9513a60408ac2d1b,1.9,REPROVADO,0.0,0.0,0.0,1.0,3.0,0.0,0.0,3.0,0.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12540,5b7b1d7a9513a60408ac2d1b,1.9,REPROVADO,0.0,0.0,0.0,1.0,3.0,0.0,0.0,3.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12541,5b7b1d7a9513a60408ac2d1b,1.9,REPROVADO,0.0,0.0,0.0,1.0,3.0,0.0,0.0,3.0,0.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12542,5b7b1d7a9513a60408ac2d1b,1.9,REPROVADO,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12543,5b7b1d7a9513a60408ac2d1b,1.9,REPROVADO,0.0,0.0,0.0,1.0,3.0,0.0,0.0,3.0,0.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12539,5b7b1d7a9513a60408ac2d1b,1.9,REPROVADO,0.0,0.0,0.0,1.0,3.0,0.0,0.0,3.0,0.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12587,5b7b1db39513a60408ac2d1e,0.0,REPROVADO POR MÉDIA E POR FALTAS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12580,5b7b1db39513a60408ac2d1e,0.0,REPROVADO POR MÉDIA E POR FALTAS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12581,5b7b1db39513a60408ac2d1e,0.0,REPROVADO POR MÉDIA E POR FALTAS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12582,5b7b1db39513a60408ac2d1e,0.0,REPROVADO POR MÉDIA E POR FALTAS,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12583,5b7b1db39513a60408ac2d1e,0.0,REPROVADO POR MÉDIA E POR FALTAS,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12584,5b7b1db39513a60408ac2d1e,0.0,REPROVADO POR MÉDIA E POR FALTAS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12585,5b7b1db39513a60408ac2d1e,0.0,REPROVADO POR MÉDIA E POR FALTAS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12586,5b7b1db39513a60408ac2d1e,0.0,REPROVADO POR MÉDIA E POR FALTAS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12579,5b7b1db39513a60408ac2d1e,0.0,REPROVADO POR MÉDIA E POR FALTAS,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12592,5b7b1db39513a60408ac2d1e,0.0,REPROVADO POR MÉDIA E POR FALTAS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12589,5b7b1db39513a60408ac2d1e,0.0,REPROVADO POR MÉDIA E POR FALTAS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12590,5b7b1db39513a60408ac2d1e,0.0,REPROVADO POR MÉDIA E POR FALTAS,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12591,5b7b1db39513a60408ac2d1e,0.0,REPROVADO POR MÉDIA E POR FALTAS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12593,5b7b1db39513a60408ac2d1e,0.0,REPROVADO POR MÉDIA E POR FALTAS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12594,5b7b1db39513a60408ac2d1e,0.0,REPROVADO POR MÉDIA E POR FALTAS,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12595,5b7b1db39513a60408ac2d1e,0.0,REPROVADO POR MÉDIA E POR FALTAS,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12596,5b7b1db39513a60408ac2d1e,0.0,REPROVADO POR MÉDIA E POR FALTAS,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12597,5b7b1db39513a60408ac2d1e,0.0,REPROVADO POR MÉDIA E POR FALTAS,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12588,5b7b1db39513a60408ac2d1e,0.0,REPROVADO POR MÉDIA E POR FALTAS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12578,5b7b1db39513a60408ac2d1e,0.0,REPROVADO POR MÉDIA E POR FALTAS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12567,5b7b1db39513a60408ac2d1e,0.0,REPROVADO POR MÉDIA E POR FALTAS,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12576,5b7b1db39513a60408ac2d1e,0.0,REPROVADO POR MÉDIA E POR FALTAS,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12577,5b7b1db39513a60408ac2d1e,0.0,REPROVADO POR MÉDIA E POR FALTAS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12556,5b7b1db39513a60408ac2d1e,0.0,REPROVADO POR MÉDIA E POR FALTAS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12557,5b7b1db39513a60408ac2d1e,0.0,REPROVADO POR MÉDIA E POR FALTAS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12558,5b7b1db39513a60408ac2d1e,0.0,REPROVADO POR MÉDIA E POR FALTAS,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12560,5b7b1db39513a60408ac2d1e,0.0,REPROVADO POR MÉDIA E POR FALTAS,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12561,5b7b1db39513a60408ac2d1e,0.0,REPROVADO POR MÉDIA E POR FALTAS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12562,5b7b1db39513a60408ac2d1e,0.0,REPROVADO POR MÉDIA E POR FALTAS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12563,5b7b1db39513a60408ac2d1e,0.0,REPROVADO POR MÉDIA E POR FALTAS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12564,5b7b1db39513a60408ac2d1e,0.0,REPROVADO POR MÉDIA E POR FALTAS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12559,5b7b1db39513a60408ac2d1e,0.0,REPROVADO POR MÉDIA E POR FALTAS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12566,5b7b1db39513a60408ac2d1e,0.0,REPROVADO POR MÉDIA E POR FALTAS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12565,5b7b1db39513a60408ac2d1e,0.0,REPROVADO POR MÉDIA E POR FALTAS,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12574,5b7b1db39513a60408ac2d1e,0.0,REPROVADO POR MÉDIA E POR FALTAS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12573,5b7b1db39513a60408ac2d1e,0.0,REPROVADO POR MÉDIA E POR FALTAS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12572,5b7b1db39513a60408ac2d1e,0.0,REPROVADO POR MÉDIA E POR FALTAS,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12575,5b7b1db39513a60408ac2d1e,0.0,REPROVADO POR MÉDIA E POR FALTAS,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12571,5b7b1db39513a60408ac2d1e,0.0,REPROVADO POR MÉDIA E POR FALTAS,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12570,5b7b1db39513a60408ac2d1e,0.0,REPROVADO POR MÉDIA E POR FALTAS,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12569,5b7b1db39513a60408ac2d1e,0.0,REPROVADO POR MÉDIA E POR FALTAS,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12568,5b7b1db39513a60408ac2d1e,0.0,REPROVADO POR MÉDIA E POR FALTAS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12643,5b7b1f4f9513a60408ac2d21,-,MATRICULADO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
